recorte,ano,mes,chuva_media_mm,mediana_mm,min_mm,max_mm,p90_mm,area_seca_pct,pixels
"Sub-bacia Abunã",2012,12,258.6,257.1,192.5,324.8,291.3,0.0,1057
"Sub-bacia Abunã",2013,01,272.6,264.1,204.0,388.5,324.8,0.0,1057
"Sub-bacia Abunã",2013,02,297.2,292.3,201.9,375.3,340.5,0.0,1057
"Sub-bacia Abunã",2013,03,263.5,255.8,134.7,379.0,349.2,0.0,1057
"Sub-bacia Abunã",2013,04,94.2,95.4,49.4,134.2,113.6,0.0,1057
"Sub-bacia Abunã",2013,05,98.1,98.4,62.5,134.9,116.9,0.0,1057
"Sub-bacia Abunã",2013,06,97.3,101.4,47.0,139.6,117.4,0.0,1057
"Sub-bacia Abunã",2013,07,27.8,25.9,14.0,78.9,36.6,42.0,1057
"Sub-bacia Abunã",2013,08,65.9,65.3,36.9,100.6,82.0,0.0,1057
"Sub-bacia Abunã",2013,09,65.5,65.0,38.4,124.0,81.3,0.0,1057
"Sub-bacia Abunã",2013,10,217.2,216.0,172.7,263.8,237.9,0.0,1057
"Sub-bacia Abunã",2013,11,220.0,225.0,131.9,304.4,260.0,0.0,1057
"Sub-bacia Abunã",2013,12,231.8,234.2,161.1,287.7,254.5,0.0,1057
"Sub-bacia Abunã",2014,01,349.8,359.3,219.7,433.8,399.3,0.0,1057
"Sub-bacia Abunã",2014,02,312.5,301.4,229.7,467.4,396.4,0.0,1057
"Sub-bacia Abunã",2014,03,440.6,446.3,340.0,526.2,486.5,0.0,1057
"Sub-bacia Abunã",2014,04,259.2,250.6,147.2,359.5,323.3,0.0,1057
"Sub-bacia Abunã",2014,05,161.4,157.3,94.8,230.5,192.2,0.0,1057
"Sub-bacia Abunã",2014,06,57.4,57.2,29.3,90.5,70.2,0.0,1057
"Sub-bacia Abunã",2014,07,15.9,15.3,7.3,34.0,22.1,97.6,1057
"Sub-bacia Abunã",2014,08,79.5,78.4,49.6,123.8,97.1,0.0,1057
"Sub-bacia Abunã",2014,09,120.8,115.0,63.2,229.1,164.9,0.0,1057
"Sub-bacia Abunã",2014,10,177.0,178.6,132.7,215.9,195.2,0.0,1057
"Sub-bacia Abunã",2014,11,182.9,181.2,142.0,290.1,203.5,0.0,1057
"Sub-bacia Abunã",2014,12,218.7,218.3,180.3,259.3,237.3,0.0,1057
"Sub-bacia Abunã",2015,01,313.4,314.4,219.4,398.9,353.4,0.0,1057
"Sub-bacia Abunã",2015,02,239.3,239.1,181.1,313.1,270.6,0.0,1057
"Sub-bacia Abunã",2015,03,269.9,271.7,188.4,317.6,289.9,0.0,1057
"Sub-bacia Abunã",2015,04,193.7,193.6,125.1,256.4,221.2,0.0,1057
"Sub-bacia Abunã",2015,05,106.3,105.6,50.4,156.9,131.5,0.0,1057
"Sub-bacia Abunã",2015,06,33.5,33.1,11.5,59.0,43.9,11.6,1057
"Sub-bacia Abunã",2015,07,14.1,11.6,5.0,36.3,26.3,88.1,1057
"Sub-bacia Abunã",2015,08,49.1,47.4,26.3,89.0,63.1,0.0,1057
"Sub-bacia Abunã",2015,09,67.1,66.8,28.6,110.7,86.2,0.0,1057
"Sub-bacia Abunã",2015,10,107.5,107.4,80.4,131.5,118.1,0.0,1057
"Sub-bacia Abunã",2015,11,211.5,206.6,138.9,298.3,250.0,0.0,1057
"Sub-bacia Abunã",2015,12,178.9,177.6,135.4,241.6,208.7,0.0,1057
"Sub-bacia Abunã",2016,01,214.5,215.2,166.0,265.6,238.2,0.0,1057
"Sub-bacia Abunã",2016,02,334.9,332.7,256.1,446.8,375.7,0.0,1057
"Sub-bacia Abunã",2016,03,245.9,252.6,145.3,298.7,272.8,0.0,1057
"Sub-bacia Abunã",2016,04,163.7,176.7,60.3,229.0,200.4,0.0,1057
"Sub-bacia Abunã",2016,05,89.4,89.1,52.3,125.2,103.8,0.0,1057
"Sub-bacia Abunã",2016,06,13.8,13.5,7.9,22.5,17.2,100.0,1057
"Sub-bacia Abunã",2016,07,14.3,12.2,5.0,35.6,25.7,88.4,1057
"Sub-bacia Abunã",2016,08,65.5,66.2,41.3,95.4,79.6,0.0,1057
"Sub-bacia Abunã",2016,09,110.0,109.7,63.9,210.3,139.7,0.0,1057
"Sub-bacia Abunã",2016,10,160.4,156.1,132.6,223.5,185.0,0.0,1057
"Sub-bacia Abunã",2016,11,187.5,186.0,136.4,237.1,214.0,0.0,1057
"Sub-bacia Abunã",2016,12,251.2,252.7,203.1,305.7,275.8,0.0,1057
"Sub-bacia Abunã",2017,01,326.1,325.0,246.4,413.1,365.3,0.0,1057
"Sub-bacia Abunã",2017,02,298.6,287.7,216.5,418.1,364.5,0.0,1057
"Sub-bacia Abunã",2017,03,347.3,351.7,270.4,421.0,390.6,0.0,1057
"Sub-bacia Abunã",2017,04,250.8,252.4,155.6,347.1,310.4,0.0,1057
"Sub-bacia Abunã",2017,05,128.0,124.2,48.4,211.4,172.3,0.0,1057
"Sub-bacia Abunã",2017,06,25.1,26.7,7.0,39.2,31.9,40.9,1057
"Sub-bacia Abunã",2017,07,11.4,10.7,4.4,22.6,17.2,100.0,1057
"Sub-bacia Abunã",2017,08,76.7,72.9,34.4,127.8,103.5,0.0,1057
"Sub-bacia Abunã",2017,09,54.6,53.7,30.2,97.2,71.6,0.0,1057
"Sub-bacia Abunã",2017,10,134.3,134.3,107.4,171.3,148.8,0.0,1057
"Sub-bacia Abunã",2017,11,217.8,220.1,155.7,269.7,245.3,0.0,1057
"Sub-bacia Abunã",2017,12,331.9,329.9,276.9,412.3,363.4,0.0,1057
"Sub-bacia Abunã",2018,01,297.7,297.9,221.5,387.3,339.3,0.0,1057
"Sub-bacia Abunã",2018,02,360.0,352.3,285.6,475.9,406.1,0.0,1057
"Sub-bacia Abunã",2018,03,171.2,172.2,130.2,215.4,187.2,0.0,1057
"Sub-bacia Abunã",2018,04,249.3,246.1,153.4,386.7,297.5,0.0,1057
"Sub-bacia Abunã",2018,05,122.6,122.4,78.6,164.2,139.4,0.0,1057
"Sub-bacia Abunã",2018,06,37.6,37.5,20.6,60.4,46.4,4.1,1057
"Sub-bacia Abunã",2018,07,14.6,12.9,7.1,31.2,24.0,92.1,1057
"Sub-bacia Abunã",2018,08,135.4,136.1,70.8,191.0,165.6,0.0,1057
"Sub-bacia Abunã",2018,09,100.3,99.0,66.4,166.9,118.2,0.0,1057
"Sub-bacia Abunã",2018,10,224.9,227.6,162.6,284.7,252.9,0.0,1057
"Sub-bacia Abunã",2018,11,219.6,218.1,177.1,272.2,244.3,0.0,1057
"Sub-bacia Abunã",2018,12,285.5,283.4,222.2,369.2,319.0,0.0,1057
"Sub-bacia Abunã",2019,01,352.3,362.5,262.4,431.7,394.0,0.0,1057
"Sub-bacia Abunã",2019,02,378.9,379.8,292.8,499.9,418.6,0.0,1057
"Sub-bacia Abunã",2019,03,317.5,315.3,224.6,400.0,362.9,0.0,1057
"Sub-bacia Abunã",2019,04,274.0,274.3,159.9,356.0,318.4,0.0,1057
"Sub-bacia Abunã",2019,05,177.6,180.0,92.8,250.4,206.9,0.0,1057
"Sub-bacia Abunã",2019,06,47.1,48.2,18.9,70.0,56.8,0.9,1057
"Sub-bacia Abunã",2019,07,29.4,24.3,9.9,76.8,54.0,53.3,1057
"Sub-bacia Abunã",2019,08,28.9,29.0,12.2,47.7,36.4,22.6,1057
"Sub-bacia Abunã",2019,09,104.4,102.2,65.0,195.1,133.7,0.0,1057
"Sub-bacia Abunã",2019,10,164.4,161.9,104.4,252.4,202.4,0.0,1057
"Sub-bacia Abunã",2019,11,225.2,227.2,139.6,351.4,283.9,0.0,1057
"Sub-bacia Abunã",2019,12,278.7,278.0,200.5,385.4,318.8,0.0,1057
"Sub-bacia Abunã",2020,01,270.2,274.7,205.1,342.6,311.3,0.0,1057
"Sub-bacia Abunã",2020,02,375.1,366.5,272.1,496.1,441.9,0.0,1057
"Sub-bacia Abunã",2020,03,238.0,240.8,168.8,295.9,261.2,0.0,1057
"Sub-bacia Abunã",2020,04,287.4,291.3,173.1,378.8,333.7,0.0,1057
"Sub-bacia Abunã",2020,05,47.9,47.4,25.0,71.0,55.9,0.1,1057
"Sub-bacia Abunã",2020,06,34.8,32.3,6.2,69.5,54.7,15.2,1057
"Sub-bacia Abunã",2020,07,30.6,29.9,17.6,70.6,37.7,16.4,1057
"Sub-bacia Abunã",2020,08,23.7,20.5,5.9,56.0,40.1,60.5,1057
"Sub-bacia Abunã",2020,09,64.4,62.1,31.0,113.1,87.3,0.0,1057
"Sub-bacia Abunã",2020,10,146.0,149.9,98.5,198.9,172.3,0.0,1057
"Sub-bacia Abunã",2020,11,105.0,90.4,64.5,215.0,162.7,0.0,1057
"Sub-bacia Abunã",2020,12,326.8,329.8,233.0,398.3,370.9,0.0,1057
"Sub-bacia Abunã",2021,01,347.0,350.9,226.6,454.0,392.0,0.0,1057
"Sub-bacia Abunã",2021,02,360.0,355.8,257.1,504.8,422.5,0.0,1057
"Sub-bacia Abunã",2021,03,254.4,255.7,184.4,345.5,306.1,0.0,1057
"Sub-bacia Abunã",2021,04,157.2,155.5,96.7,212.2,188.1,0.0,1057
"Sub-bacia Abunã",2021,05,65.9,66.9,29.6,100.2,81.0,0.0,1057
"Sub-bacia Abunã",2021,06,68.0,67.9,29.7,113.9,84.4,0.0,1057
"Sub-bacia Abunã",2021,07,6.6,6.4,3.2,12.6,8.9,100.0,1057
"Sub-bacia Abunã",2021,08,14.1,13.4,5.3,32.4,19.6,96.0,1057
"Sub-bacia Abunã",2021,09,41.4,39.5,23.1,77.5,56.3,1.4,1057
"Sub-bacia Abunã",2021,10,112.0,113.5,80.7,164.8,134.7,0.0,1057
"Sub-bacia Abunã",2021,11,200.6,199.1,151.7,255.1,230.4,0.0,1057
"Sub-bacia Abunã",2021,12,236.0,233.0,158.1,349.2,278.0,0.0,1057
"Sub-bacia Abunã",2022,01,160.8,158.2,128.9,228.2,179.7,0.0,1057
"Sub-bacia Abunã",2022,02,262.8,265.1,181.5,324.6,290.6,0.0,1057
"Sub-bacia Abunã",2022,03,224.3,224.4,181.5,274.2,250.8,0.0,1057
"Sub-bacia Abunã",2022,04,82.2,86.5,26.4,150.7,106.9,0.0,1057
"Sub-bacia Abunã",2022,05,88.5,87.8,60.9,123.2,99.9,0.0,1057
"Sub-bacia Abunã",2022,06,49.6,49.2,27.1,77.3,59.1,0.0,1057
"Sub-bacia Abunã",2022,07,13.3,9.9,4.1,41.9,29.3,86.9,1057
"Sub-bacia Abunã",2022,08,79.4,73.9,48.9,148.2,106.7,0.0,1057
"Sub-bacia Abunã",2022,09,81.5,77.2,49.2,177.5,110.3,0.0,1057
"Sub-bacia Abunã",2022,10,167.6,170.0,102.0,226.5,199.4,0.0,1057
"Sub-bacia Abunã",2022,11,184.7,187.5,130.0,246.5,218.8,0.0,1057
"Sub-bacia Abunã",2022,12,219.3,213.0,172.5,298.8,254.4,0.0,1057
"Sub-bacia Abunã",2023,01,147.6,146.7,119.8,191.8,161.9,0.0,1057
"Sub-bacia Abunã",2023,02,222.5,225.2,154.0,280.6,252.7,0.0,1057
"Sub-bacia Abunã",2023,03,332.6,340.6,249.3,409.3,371.6,0.0,1057
"Sub-bacia Abunã",2023,04,181.0,174.5,101.8,268.7,222.3,0.0,1057
"Sub-bacia Abunã",2023,05,97.1,83.3,60.8,207.0,172.1,0.0,1057
"Sub-bacia Abunã",2023,06,36.1,36.1,7.6,67.5,53.5,18.7,1057
"Sub-bacia Abunã",2023,07,5.8,5.6,3.2,12.5,7.5,100.0,1057
"Sub-bacia Abunã",2023,08,24.3,22.6,11.6,55.5,35.6,61.0,1057
"Sub-bacia Abunã",2023,09,77.8,77.1,41.6,131.4,96.5,0.0,1057
"Sub-bacia Abunã",2023,10,64.6,64.5,43.9,88.9,78.6,0.0,1057
"Sub-bacia Abunã",2023,11,91.1,86.0,65.4,145.8,115.8,0.0,1057
"Sub-bacia Abunã",2023,12,177.9,173.0,136.5,254.1,206.9,0.0,1057
"Sub-bacia Abunã",2024,01,342.1,345.3,239.7,520.0,423.1,0.0,1057
"Sub-bacia Abunã",2024,02,406.6,414.2,239.2,520.7,463.9,0.0,1057
"Sub-bacia Abunã",2024,03,167.0,164.9,101.4,231.2,203.5,0.0,1057
"Sub-bacia Abunã",2024,04,194.6,197.4,80.0,267.4,235.6,0.0,1057
"Sub-bacia Abunã",2024,05,106.3,102.4,52.5,180.0,148.7,0.0,1057
"Sub-bacia Abunã",2024,06,16.1,16.4,5.5,31.7,22.5,97.5,1057
"Sub-bacia Abunã",2024,07,10.6,10.0,4.1,22.1,15.5,100.0,1057
"Sub-bacia Abunã",2024,08,18.9,19.1,8.3,35.2,24.4,92.7,1057
"Sub-bacia Abunã",2024,09,45.4,43.9,25.5,81.4,59.4,0.0,1057
"Sub-bacia Abunã",2024,10,147.0,145.7,102.3,222.3,173.0,0.0,1057
"Sub-bacia Abunã",2024,11,228.1,223.5,172.8,363.9,256.0,0.0,1057
"Sub-bacia Abunã",2024,12,167.6,165.9,130.5,215.4,192.5,0.0,1057
"Sub-bacia Abunã",2025,01,213.4,215.6,139.1,342.0,261.9,0.0,1057
"Sub-bacia Abunã",2025,02,334.2,335.2,250.6,416.3,370.8,0.0,1057
"Sub-bacia Abunã",2025,03,260.8,261.8,211.2,315.7,288.6,0.0,1057
"Sub-bacia Abunã",2025,04,293.9,300.1,167.8,402.4,352.4,0.0,1057
"Sub-bacia Abunã",2025,05,71.6,77.4,18.9,112.4,92.9,0.2,1057
"Sub-bacia Abunã",2025,06,19.8,19.1,6.1,34.7,27.5,76.8,1057
"Sub-bacia Abunã",2025,07,9.0,8.3,2.4,22.0,14.8,100.0,1057
"Sub-bacia Abunã",2025,08,23.4,19.4,6.9,66.4,40.6,67.0,1057
"Sub-bacia Abunã",2025,09,137.0,130.5,93.4,234.6,172.6,0.0,1057
"Sub-bacia Abunã",2025,10,140.7,137.5,97.0,188.7,172.6,0.0,1057
"Sub-bacia Abunã",2025,11,168.2,167.8,119.1,227.4,197.0,0.0,1057
"Sub-bacia Abunã",2025,12,374.6,373.7,311.4,446.4,412.6,0.0,1057
"Sub-bacia Abunã",2026,01,388.0,390.4,292.2,517.7,445.8,0.0,1057
"Sub-bacia Abunã",2026,02,201.9,199.9,147.0,271.7,221.9,0.0,1057
"Sub-bacia Abunã",2026,03,280.5,279.7,151.8,411.2,367.7,0.0,1057
"Sub-bacia Abunã",2026,04,451.2,460.5,325.5,621.3,524.6,0.0,1057
"Sub-bacia Abunã",2026,05,43.5,42.4,25.1,77.2,56.4,0.0,1057
"Sub-bacia Abunã",2026,06,69.9,70.6,14.4,117.6,97.0,2.8,1057
"Sub-bacia Beni",1981,01,304.4,294.8,88.0,564.9,435.4,0.0,5177
"Sub-bacia Beni",1981,02,272.7,272.8,99.9,534.7,380.7,0.0,5177
"Sub-bacia Beni",1981,03,250.5,266.7,51.7,453.0,337.0,0.0,5177
"Sub-bacia Beni",1981,04,139.9,139.0,10.3,353.1,239.6,4.5,5177
"Sub-bacia Beni",1981,05,73.8,61.4,0.5,275.1,156.2,20.4,5177
"Sub-bacia Beni",1981,06,31.7,23.3,0.0,123.4,68.4,53.7,5177
"Sub-bacia Beni",1981,07,15.5,11.0,0.0,69.7,31.0,82.1,5177
"Sub-bacia Beni",1981,08,40.2,36.5,2.4,118.5,66.6,23.0,5177
"Sub-bacia Beni",1981,09,101.1,103.2,13.2,336.0,142.6,0.5,5177
"Sub-bacia Beni",1981,10,137.1,140.5,18.1,310.8,190.8,0.3,5177
"Sub-bacia Beni",1981,11,183.8,191.2,25.0,422.0,266.7,0.0,5177
"Sub-bacia Beni",1981,12,223.2,231.5,59.2,460.1,291.4,0.0,5177
"Sub-bacia Beni",1982,01,261.3,247.6,102.9,525.4,383.4,0.0,5177
"Sub-bacia Beni",1982,02,251.8,278.4,43.8,496.3,360.8,0.0,5177
"Sub-bacia Beni",1982,03,248.8,247.0,51.7,585.2,374.4,0.0,5177
"Sub-bacia Beni",1982,04,123.6,134.8,10.2,274.9,195.7,3.7,5177
"Sub-bacia Beni",1982,05,54.8,51.4,0.4,246.0,101.6,29.7,5177
"Sub-bacia Beni",1982,06,41.9,29.9,0.0,217.8,103.9,42.2,5177
"Sub-bacia Beni",1982,07,38.4,28.0,0.0,140.6,86.1,45.7,5177
"Sub-bacia Beni",1982,08,33.8,32.2,1.2,102.0,51.9,29.6,5177
"Sub-bacia Beni",1982,09,82.3,71.9,7.3,314.4,148.6,5.7,5177
"Sub-bacia Beni",1982,10,105.2,101.9,13.7,238.9,160.4,1.4,5177
"Sub-bacia Beni",1982,11,187.1,187.3,26.8,497.6,280.4,0.0,5177
"Sub-bacia Beni",1982,12,172.6,179.5,20.9,346.1,240.2,0.2,5177
"Sub-bacia Beni",1983,01,214.5,219.1,51.5,421.6,293.4,0.0,5177
"Sub-bacia Beni",1983,02,189.1,195.8,43.8,372.5,257.2,0.0,5177
"Sub-bacia Beni",1983,03,177.5,170.9,29.4,374.8,291.0,0.0,5177
"Sub-bacia Beni",1983,04,122.8,97.2,7.9,394.9,248.1,8.0,5177
"Sub-bacia Beni",1983,05,100.4,82.5,0.8,360.8,207.5,10.7,5177
"Sub-bacia Beni",1983,06,37.5,25.6,0.0,184.3,89.6,49.2,5177
"Sub-bacia Beni",1983,07,28.2,19.0,0.0,198.7,58.5,62.4,5177
"Sub-bacia Beni",1983,08,18.7,16.6,2.0,93.9,31.2,79.5,5177
"Sub-bacia Beni",1983,09,74.8,68.3,11.0,254.2,119.6,2.6,5177
"Sub-bacia Beni",1983,10,75.6,79.2,5.3,160.6,112.8,5.9,5177
"Sub-bacia Beni",1983,11,162.8,148.4,10.7,456.2,297.5,5.0,5177
"Sub-bacia Beni",1983,12,177.5,177.7,39.1,426.2,241.0,0.0,5177
"Sub-bacia Beni",1984,01,306.9,295.6,149.0,690.3,390.3,0.0,5177
"Sub-bacia Beni",1984,02,258.6,250.9,122.8,475.6,347.8,0.0,5177
"Sub-bacia Beni",1984,03,276.5,277.0,86.2,539.4,365.9,0.0,5177
"Sub-bacia Beni",1984,04,155.4,140.4,9.5,448.9,323.9,4.0,5177
"Sub-bacia Beni",1984,05,52.4,50.3,0.7,143.6,89.0,15.0,5177
"Sub-bacia Beni",1984,06,32.0,27.1,0.0,136.2,59.8,46.8,5177
"Sub-bacia Beni",1984,07,18.3,16.7,0.0,63.7,30.8,78.2,5177
"Sub-bacia Beni",1984,08,33.2,27.9,1.8,198.7,59.6,41.9,5177
"Sub-bacia Beni",1984,09,82.9,62.0,3.3,297.0,167.6,9.3,5177
"Sub-bacia Beni",1984,10,153.5,156.4,10.4,335.7,223.4,1.6,5177
"Sub-bacia Beni",1984,11,250.8,266.0,34.3,565.9,371.7,0.0,5177
"Sub-bacia Beni",1984,12,218.5,218.0,61.1,447.3,307.2,0.0,5177
"Sub-bacia Beni",1985,01,278.0,282.3,103.5,505.1,374.2,0.0,5177
"Sub-bacia Beni",1985,02,204.3,195.5,86.5,433.2,279.5,0.0,5177
"Sub-bacia Beni",1985,03,196.1,197.9,48.7,458.0,267.0,0.0,5177
"Sub-bacia Beni",1985,04,201.0,206.5,21.5,441.8,294.0,0.3,5177
"Sub-bacia Beni",1985,05,53.8,50.3,0.5,173.2,90.9,13.9,5177
"Sub-bacia Beni",1985,06,22.0,17.5,0.0,110.4,37.9,69.9,5177
"Sub-bacia Beni",1985,07,31.4,24.5,0.0,140.3,64.3,51.0,5177
"Sub-bacia Beni",1985,08,51.0,48.3,1.7,134.4,86.2,16.7,5177
"Sub-bacia Beni",1985,09,122.6,109.5,6.0,321.7,213.3,1.5,5177
"Sub-bacia Beni",1985,10,112.1,101.8,9.9,290.0,177.8,3.5,5177
"Sub-bacia Beni",1985,11,197.0,200.8,23.8,563.7,273.9,0.1,5177
"Sub-bacia Beni",1985,12,234.1,230.3,69.6,564.8,328.6,0.0,5177
"Sub-bacia Beni",1986,01,227.4,228.1,90.8,613.4,286.5,0.0,5177
"Sub-bacia Beni",1986,02,303.8,296.2,68.2,857.3,423.6,0.0,5177
"Sub-bacia Beni",1986,03,253.0,268.6,59.7,458.6,343.2,0.0,5177
"Sub-bacia Beni",1986,04,123.5,120.9,10.1,448.5,190.5,3.7,5177
"Sub-bacia Beni",1986,05,100.8,100.7,0.7,365.0,177.0,12.7,5177
"Sub-bacia Beni",1986,06,17.2,13.7,0.0,110.6,35.3,82.3,5177
"Sub-bacia Beni",1986,07,22.6,17.8,0.0,103.5,45.4,68.7,5177
"Sub-bacia Beni",1986,08,55.4,54.8,1.5,153.8,97.3,24.8,5177
"Sub-bacia Beni",1986,09,98.9,99.9,11.5,300.9,139.5,0.6,5177
"Sub-bacia Beni",1986,10,87.8,80.3,6.4,206.5,152.0,4.8,5177
"Sub-bacia Beni",1986,11,193.8,203.6,19.5,535.0,293.3,0.7,5177
"Sub-bacia Beni",1986,12,201.1,202.1,54.4,482.6,268.1,0.0,5177
"Sub-bacia Beni",1987,01,294.3,295.6,109.9,508.9,392.9,0.0,5177
"Sub-bacia Beni",1987,02,141.2,126.3,22.3,327.5,224.7,0.1,5177
"Sub-bacia Beni",1987,03,158.6,160.4,39.3,361.4,223.3,0.0,5177
"Sub-bacia Beni",1987,04,135.5,133.3,7.0,377.5,237.6,7.1,5177
"Sub-bacia Beni",1987,05,97.0,80.1,0.7,326.2,182.7,7.6,5177
"Sub-bacia Beni",1987,06,45.3,37.8,0.0,295.2,93.4,34.8,5177
"Sub-bacia Beni",1987,07,25.9,19.4,0.0,86.3,56.3,62.9,5177
"Sub-bacia Beni",1987,08,19.8,16.9,1.1,91.2,34.1,75.8,5177
"Sub-bacia Beni",1987,09,68.6,69.1,4.4,166.8,105.3,5.4,5177
"Sub-bacia Beni",1987,10,113.5,118.0,10.2,310.9,154.0,0.7,5177
"Sub-bacia Beni",1987,11,205.5,215.2,24.8,539.2,302.3,0.0,5177
"Sub-bacia Beni",1987,12,212.6,221.6,18.9,485.5,322.4,0.3,5177
"Sub-bacia Beni",1988,01,227.3,223.0,89.4,542.2,290.9,0.0,5177
"Sub-bacia Beni",1988,02,244.9,220.5,51.2,660.5,457.8,0.0,5177
"Sub-bacia Beni",1988,03,302.1,309.2,84.7,604.9,409.2,0.0,5177
"Sub-bacia Beni",1988,04,167.7,160.3,12.5,492.5,256.8,1.5,5177
"Sub-bacia Beni",1988,05,60.0,57.8,0.8,187.5,98.1,11.6,5177
"Sub-bacia Beni",1988,06,12.7,12.3,0.0,45.5,21.0,96.8,5177
"Sub-bacia Beni",1988,07,17.1,14.5,0.0,66.1,33.0,80.7,5177
"Sub-bacia Beni",1988,08,17.7,15.5,0.7,56.1,30.3,80.5,5177
"Sub-bacia Beni",1988,09,68.7,64.4,5.3,204.6,114.1,4.8,5177
"Sub-bacia Beni",1988,10,89.0,93.4,5.3,175.5,125.7,5.2,5177
"Sub-bacia Beni",1988,11,144.8,154.8,11.4,300.1,226.2,4.4,5177
"Sub-bacia Beni",1988,12,260.1,277.5,47.5,476.3,352.5,0.0,5177
"Sub-bacia Beni",1989,01,234.3,235.0,64.8,520.5,326.7,0.0,5177
"Sub-bacia Beni",1989,02,234.6,239.2,67.0,448.5,325.3,0.0,5177
"Sub-bacia Beni",1989,03,214.5,225.6,35.8,449.8,316.9,0.0,5177
"Sub-bacia Beni",1989,04,133.4,119.1,12.4,460.9,241.6,2.4,5177
"Sub-bacia Beni",1989,05,71.2,72.5,0.8,287.3,105.1,5.2,5177
"Sub-bacia Beni",1989,06,40.9,36.2,0.0,167.0,86.2,33.0,5177
"Sub-bacia Beni",1989,07,29.0,25.0,0.0,138.1,51.5,50.0,5177
"Sub-bacia Beni",1989,08,35.1,35.0,1.0,100.1,58.6,31.6,5177
"Sub-bacia Beni",1989,09,66.4,64.0,3.8,180.8,106.0,5.6,5177
"Sub-bacia Beni",1989,10,95.8,98.0,4.8,216.2,158.1,6.1,5177
"Sub-bacia Beni",1989,11,170.1,182.7,17.2,389.1,265.0,1.7,5177
"Sub-bacia Beni",1989,12,170.4,167.1,36.8,378.1,246.6,0.0,5177
"Sub-bacia Beni",1990,01,219.8,214.0,67.6,424.5,294.3,0.0,5177
"Sub-bacia Beni",1990,02,215.9,220.2,45.7,504.7,299.2,0.0,5177
"Sub-bacia Beni",1990,03,157.7,150.2,22.1,370.9,272.2,0.3,5177
"Sub-bacia Beni",1990,04,113.5,117.6,6.3,301.2,176.6,5.8,5177
"Sub-bacia Beni",1990,05,62.4,64.8,0.5,161.3,96.3,11.2,5177
"Sub-bacia Beni",1990,06,37.8,28.5,0.0,177.4,78.0,42.2,5177
"Sub-bacia Beni",1990,07,26.7,20.2,0.0,99.6,57.1,60.0,5177
"Sub-bacia Beni",1990,08,38.4,37.3,1.0,102.9,62.7,23.3,5177
"Sub-bacia Beni",1990,09,73.4,74.7,6.5,173.2,117.0,7.7,5177
"Sub-bacia Beni",1990,10,124.9,129.8,10.5,325.8,174.0,2.2,5177
"Sub-bacia Beni",1990,11,165.5,165.4,32.4,458.6,237.3,0.0,5177
"Sub-bacia Beni",1990,12,215.6,220.9,58.2,378.0,285.4,0.0,5177
"Sub-bacia Beni",1991,01,285.2,298.8,72.9,467.6,370.9,0.0,5177
"Sub-bacia Beni",1991,02,219.5,227.8,43.0,392.2,283.6,0.0,5177
"Sub-bacia Beni",1991,03,213.6,223.9,44.7,446.9,300.3,0.0,5177
"Sub-bacia Beni",1991,04,99.2,106.6,5.5,246.2,148.3,7.0,5177
"Sub-bacia Beni",1991,05,50.6,46.6,0.6,184.7,92.1,19.1,5177
"Sub-bacia Beni",1991,06,50.7,35.4,0.0,263.1,114.6,32.3,5177
"Sub-bacia Beni",1991,07,21.4,19.2,0.0,89.1,38.7,66.7,5177
"Sub-bacia Beni",1991,08,23.4,21.5,1.1,93.6,40.9,58.7,5177
"Sub-bacia Beni",1991,09,65.1,60.7,4.7,170.8,107.5,7.5,5177
"Sub-bacia Beni",1991,10,87.2,91.3,4.6,192.6,133.4,8.8,5177
"Sub-bacia Beni",1991,11,171.4,183.2,16.1,362.7,261.7,1.9,5177
"Sub-bacia Beni",1991,12,174.7,162.7,27.3,629.2,274.1,0.0,5177
"Sub-bacia Beni",1992,01,259.5,262.4,79.0,516.0,345.3,0.0,5177
"Sub-bacia Beni",1992,02,245.6,248.2,34.5,679.3,365.6,0.0,5177
"Sub-bacia Beni",1992,03,210.6,244.2,20.1,538.8,351.2,0.3,5177
"Sub-bacia Beni",1992,04,95.0,105.3,5.7,256.6,162.7,13.5,5177
"Sub-bacia Beni",1992,05,58.5,41.2,0.4,189.5,115.8,30.3,5177
"Sub-bacia Beni",1992,06,28.2,22.3,0.0,151.3,55.8,56.3,5177
"Sub-bacia Beni",1992,07,31.1,26.4,0.0,123.3,61.1,46.6,5177
"Sub-bacia Beni",1992,08,60.4,59.3,2.1,163.8,90.9,6.6,5177
"Sub-bacia Beni",1992,09,97.8,95.5,3.7,263.8,183.1,12.1,5177
"Sub-bacia Beni",1992,10,116.3,121.9,10.0,247.4,159.1,1.4,5177
"Sub-bacia Beni",1992,11,168.2,169.6,25.1,557.6,231.4,0.0,5177
"Sub-bacia Beni",1992,12,234.8,239.8,43.0,547.0,336.4,0.0,5177
"Sub-bacia Beni",1993,01,241.1,240.8,117.8,547.0,304.8,0.0,5177
"Sub-bacia Beni",1993,02,160.5,166.3,39.5,367.9,234.9,0.0,5177
"Sub-bacia Beni",1993,03,197.7,205.8,35.0,386.2,282.8,0.0,5177
"Sub-bacia Beni",1993,04,150.5,152.4,7.1,394.9,253.0,4.9,5177
"Sub-bacia Beni",1993,05,64.9,67.0,0.4,204.4,114.0,20.7,5177
"Sub-bacia Beni",1993,06,31.1,28.6,0.0,105.5,54.1,41.6,5177
