recorte,ano,mes,chuva_media_mm,mediana_mm,min_mm,max_mm,p90_mm,area_seca_pct,pixels
"Bacia completa",1981,01,307.2,300.7,57.9,857.3,441.1,0.0,32213
"Bacia completa",1981,02,283.4,266.0,59.8,1144.6,438.2,0.0,32213
"Bacia completa",1981,03,247.1,255.4,34.2,666.0,345.7,0.0,32213
"Bacia completa",1981,04,142.7,133.7,6.4,576.8,232.1,3.3,32213
"Bacia completa",1981,05,72.6,54.2,0.5,485.2,144.5,16.1,32213
"Bacia completa",1981,06,34.3,31.4,0.0,125.7,60.9,36.2,32213
"Bacia completa",1981,07,14.3,10.2,0.0,92.4,29.6,86.1,32213
"Bacia completa",1981,08,40.0,35.5,0.9,135.3,69.8,26.1,32213
"Bacia completa",1981,09,85.8,76.0,4.4,423.5,138.8,1.9,32213
"Bacia completa",1981,10,140.8,137.1,8.6,470.3,215.7,2.9,32213
"Bacia completa",1981,11,194.9,191.8,16.0,898.9,292.1,0.3,32213
"Bacia completa",1981,12,254.8,246.1,51.3,680.1,355.5,0.0,32213
"Bacia completa",1982,01,282.5,282.4,50.6,735.4,408.1,0.0,32213
"Bacia completa",1982,02,268.2,263.7,38.2,725.7,410.9,0.0,32213
"Bacia completa",1982,03,264.3,250.8,38.6,983.2,410.9,0.0,32213
"Bacia completa",1982,04,142.4,141.2,4.9,484.5,222.3,3.1,32213
"Bacia completa",1982,05,69.3,61.6,0.4,349.7,130.6,15.5,32213
"Bacia completa",1982,06,54.4,36.8,0.0,332.6,120.0,34.5,32213
"Bacia completa",1982,07,37.5,30.6,0.0,206.7,76.3,41.0,32213
"Bacia completa",1982,08,48.8,48.5,0.3,200.5,79.5,17.4,32213
"Bacia completa",1982,09,96.7,86.9,2.4,510.4,164.7,7.8,32213
"Bacia completa",1982,10,126.2,121.4,9.2,533.2,205.7,1.9,32213
"Bacia completa",1982,11,201.7,187.7,19.2,878.6,310.7,0.1,32213
"Bacia completa",1982,12,218.0,213.3,20.9,622.8,331.5,0.0,32213
"Bacia completa",1983,01,256.0,251.4,40.4,734.6,369.1,0.0,32213
"Bacia completa",1983,02,205.8,205.9,28.6,727.8,311.5,0.0,32213
"Bacia completa",1983,03,190.8,190.0,17.3,612.4,291.4,0.2,32213
"Bacia completa",1983,04,106.0,81.2,3.7,526.3,224.3,6.8,32213
"Bacia completa",1983,05,130.0,107.5,0.8,563.9,263.3,8.9,32213
"Bacia completa",1983,06,28.0,19.4,0.0,184.3,58.1,60.7,32213
"Bacia completa",1983,07,27.1,19.2,0.0,198.7,57.9,59.0,32213
"Bacia completa",1983,08,17.1,12.7,0.3,127.3,33.1,82.7,32213
"Bacia completa",1983,09,60.2,55.1,2.7,310.4,102.2,12.8,32213
"Bacia completa",1983,10,95.8,95.7,3.4,260.4,146.9,5.4,32213
"Bacia completa",1983,11,178.4,170.5,10.7,648.4,288.0,1.5,32213
"Bacia completa",1983,12,206.8,206.6,26.2,598.0,318.7,0.0,32213
"Bacia completa",1984,01,317.5,286.1,77.3,1014.4,469.9,0.0,32213
"Bacia completa",1984,02,243.2,231.5,40.1,792.1,362.6,0.0,32213
"Bacia completa",1984,03,245.8,234.8,48.8,675.6,370.8,0.0,32213
"Bacia completa",1984,04,144.0,129.0,4.6,551.8,269.4,3.9,32213
"Bacia completa",1984,05,58.8,54.8,0.7,298.7,104.1,17.8,32213
"Bacia completa",1984,06,26.2,20.7,0.0,181.4,53.7,58.1,32213
"Bacia completa",1984,07,18.6,15.1,0.0,114.6,35.5,77.2,32213
"Bacia completa",1984,08,37.6,34.9,0.4,198.7,64.3,29.5,32213
"Bacia completa",1984,09,74.6,69.4,2.0,392.7,131.2,12.0,32213
"Bacia completa",1984,10,160.2,162.1,9.6,490.1,240.8,0.5,32213
"Bacia completa",1984,11,233.5,218.8,34.3,911.9,345.6,0.0,32213
"Bacia completa",1984,12,241.3,230.5,43.4,698.2,344.4,0.0,32213
"Bacia completa",1985,01,267.6,276.9,34.3,626.8,368.2,0.0,32213
"Bacia completa",1985,02,211.4,201.5,48.7,737.3,292.4,0.0,32213
"Bacia completa",1985,03,209.7,210.7,29.2,622.3,300.0,0.0,32213
"Bacia completa",1985,04,193.4,187.7,11.6,646.9,294.3,0.2,32213
"Bacia completa",1985,05,66.0,54.6,0.5,407.9,128.1,16.1,32213
"Bacia completa",1985,06,25.2,18.6,0.0,205.1,52.6,63.5,32213
"Bacia completa",1985,07,33.7,30.5,0.0,140.3,63.8,38.6,32213
"Bacia completa",1985,08,44.6,41.6,0.4,147.0,78.4,21.8,32213
"Bacia completa",1985,09,104.4,86.5,6.0,507.4,193.1,2.0,32213
"Bacia completa",1985,10,111.5,109.8,4.1,410.2,181.8,7.0,32213
"Bacia completa",1985,11,199.4,189.7,20.0,1088.7,296.1,0.0,32213
"Bacia completa",1985,12,207.4,199.0,54.2,662.1,318.6,0.0,32213
"Bacia completa",1986,01,244.0,232.9,48.7,800.2,357.3,0.0,32213
"Bacia completa",1986,02,278.7,249.1,47.2,1214.6,409.8,0.0,32213
"Bacia completa",1986,03,247.1,246.3,59.7,902.7,361.1,0.0,32213
"Bacia completa",1986,04,135.5,119.3,10.1,722.4,224.3,2.3,32213
"Bacia completa",1986,05,119.1,113.2,0.7,721.2,201.4,10.1,32213
"Bacia completa",1986,06,18.7,11.9,0.0,110.9,43.8,75.7,32213
"Bacia completa",1986,07,23.2,18.3,0.0,152.9,47.5,66.6,32213
"Bacia completa",1986,08,57.5,54.9,0.3,189.6,100.0,17.6,32213
"Bacia completa",1986,09,81.2,79.5,5.1,319.1,129.7,7.3,32213
"Bacia completa",1986,10,85.3,80.5,3.5,287.2,148.4,5.5,32213
"Bacia completa",1986,11,186.3,177.4,12.7,896.9,291.4,0.8,32213
"Bacia completa",1986,12,189.6,165.5,54.4,733.2,298.8,0.0,32213
"Bacia completa",1987,01,263.9,260.2,61.9,641.4,370.4,0.0,32213
"Bacia completa",1987,02,158.3,157.1,11.3,574.4,255.0,0.8,32213
"Bacia completa",1987,03,181.4,174.9,22.3,648.6,273.7,0.0,32213
"Bacia completa",1987,04,110.2,93.1,5.1,461.8,212.4,4.8,32213
"Bacia completa",1987,05,78.4,54.4,0.7,380.5,171.0,9.8,32213
"Bacia completa",1987,06,48.3,43.3,0.0,297.2,88.0,22.8,32213
"Bacia completa",1987,07,29.4,19.8,0.0,210.1,64.0,57.7,32213
"Bacia completa",1987,08,20.4,16.9,0.2,97.2,38.2,71.4,32213
"Bacia completa",1987,09,47.9,39.8,2.8,243.6,96.6,34.7,32213
"Bacia completa",1987,10,132.3,130.2,7.9,465.5,190.8,0.9,32213
"Bacia completa",1987,11,209.3,202.5,15.0,1161.6,306.0,0.3,32213
"Bacia completa",1987,12,247.7,233.2,16.1,902.5,377.2,0.3,32213
"Bacia completa",1988,01,256.4,241.5,38.2,902.4,392.8,0.0,32213
"Bacia completa",1988,02,217.7,209.4,13.6,670.7,373.6,0.2,32213
"Bacia completa",1988,03,279.8,276.2,65.5,849.1,411.5,0.0,32213
"Bacia completa",1988,04,166.5,154.0,12.5,683.3,259.9,0.6,32213
"Bacia completa",1988,05,60.6,51.9,0.8,327.4,101.3,10.4,32213
"Bacia completa",1988,06,13.4,10.6,0.0,105.0,24.5,90.4,32213
"Bacia completa",1988,07,14.2,11.3,0.0,79.0,27.9,86.4,32213
"Bacia completa",1988,08,14.9,13.2,0.2,56.1,25.8,88.5,32213
"Bacia completa",1988,09,49.9,42.1,3.8,235.6,98.1,32.1,32213
"Bacia completa",1988,10,91.0,91.4,2.4,285.8,142.5,7.0,32213
"Bacia completa",1988,11,142.1,144.1,7.3,479.2,219.4,2.5,32213
"Bacia completa",1988,12,272.7,281.9,36.6,710.5,389.2,0.0,32213
"Bacia completa",1989,01,258.8,250.1,36.6,883.3,384.1,0.0,32213
"Bacia completa",1989,02,232.3,239.1,28.9,601.3,333.9,0.0,32213
"Bacia completa",1989,03,195.0,186.8,17.5,689.1,320.1,0.1,32213
"Bacia completa",1989,04,156.5,138.0,12.4,725.3,270.6,0.7,32213
"Bacia completa",1989,05,64.1,57.2,0.8,340.0,110.3,12.1,32213
"Bacia completa",1989,06,44.6,37.4,0.0,204.6,88.0,28.8,32213
"Bacia completa",1989,07,31.0,30.4,0.0,138.1,50.6,36.7,32213
"Bacia completa",1989,08,47.0,46.3,0.3,165.8,77.6,17.7,32213
"Bacia completa",1989,09,59.2,45.7,2.9,313.7,119.5,22.4,32213
"Bacia completa",1989,10,100.6,104.8,3.2,277.0,169.0,8.3,32213
"Bacia completa",1989,11,162.9,158.7,13.7,681.0,252.2,0.7,32213
"Bacia completa",1989,12,197.5,190.0,24.4,608.4,291.6,0.0,32213
"Bacia completa",1990,01,228.4,214.2,26.5,607.5,351.9,0.0,32213
"Bacia completa",1990,02,236.5,241.7,25.3,656.9,356.2,0.0,32213
"Bacia completa",1990,03,166.0,164.4,16.3,507.5,262.2,0.4,32213
"Bacia completa",1990,04,117.8,105.0,5.0,541.9,201.1,3.2,32213
"Bacia completa",1990,05,104.1,85.6,0.5,468.2,197.4,8.0,32213
"Bacia completa",1990,06,42.7,33.1,0.0,255.4,87.3,34.3,32213
"Bacia completa",1990,07,26.8,21.8,0.0,108.9,55.2,56.0,32213
"Bacia completa",1990,08,41.4,41.7,0.3,134.4,61.8,17.5,32213
"Bacia completa",1990,09,70.4,66.0,2.7,353.6,116.9,12.5,32213
"Bacia completa",1990,10,137.6,131.8,5.9,430.8,234.6,2.5,32213
"Bacia completa",1990,11,173.1,161.7,25.2,843.2,254.8,0.0,32213
"Bacia completa",1990,12,212.2,212.8,34.3,586.2,309.1,0.0,32213
"Bacia completa",1991,01,285.8,287.7,71.3,703.1,378.8,0.0,32213
"Bacia completa",1991,02,222.9,231.6,43.0,532.0,298.5,0.0,32213
"Bacia completa",1991,03,222.3,208.9,38.7,697.3,324.7,0.0,32213
"Bacia completa",1991,04,121.7,117.9,4.3,668.8,194.1,3.7,32213
"Bacia completa",1991,05,60.9,52.1,0.6,285.3,113.7,11.7,32213
"Bacia completa",1991,06,48.1,38.3,0.0,323.0,91.2,28.0,32213
"Bacia completa",1991,07,21.0,16.4,0.0,94.3,43.3,68.9,32213
"Bacia completa",1991,08,16.5,12.9,0.2,93.6,31.8,81.4,32213
"Bacia completa",1991,09,70.8,69.5,3.8,218.4,113.2,9.7,32213
"Bacia completa",1991,10,97.2,100.9,4.6,262.9,143.4,5.6,32213
"Bacia completa",1991,11,166.3,160.1,16.1,653.8,254.3,0.9,32213
"Bacia completa",1991,12,164.6,148.8,22.5,935.4,246.0,0.0,32213
"Bacia completa",1992,01,228.6,213.4,72.8,677.7,328.6,0.0,32213
"Bacia completa",1992,02,229.1,230.2,20.2,739.5,359.0,0.0,32213
"Bacia completa",1992,03,196.7,189.6,15.9,554.3,322.4,0.7,32213
"Bacia completa",1992,04,105.5,110.4,3.0,356.2,170.8,8.3,32213
"Bacia completa",1992,05,64.6,52.7,0.4,359.2,122.0,16.4,32213
"Bacia completa",1992,06,27.3,20.1,0.0,165.1,56.9,58.6,32213
"Bacia completa",1992,07,22.9,17.7,0.0,123.3,44.9,66.3,32213
"Bacia completa",1992,08,55.3,52.8,0.4,177.7,90.8,13.3,32213
"Bacia completa",1992,09,81.1,71.7,2.9,277.5,155.4,11.6,32213
"Bacia completa",1992,10,113.9,117.3,9.9,378.7,169.2,1.5,32213
"Bacia completa",1992,11,177.3,174.3,19.1,773.6,262.8,0.0,32213
"Bacia completa",1992,12,217.1,211.7,23.2,705.7,337.8,0.0,32213
"Bacia completa",1993,01,253.9,252.7,34.3,798.9,375.4,0.0,32213
"Bacia completa",1993,02,160.4,160.1,15.5,450.7,271.8,0.7,32213
"Bacia completa",1993,03,189.8,202.3,16.5,492.5,295.8,0.4,32213
"Bacia completa",1993,04,120.4,108.2,2.8,410.7,241.9,12.3,32213
"Bacia completa",1993,05,59.9,53.3,0.4,416.3,106.6,16.5,32213
"Bacia completa",1993,06,32.3,26.1,0.0,166.9,64.4,47.8,32213
"Bacia completa",1993,07,18.2,14.0,0.0,106.4,36.7,80.0,32213
"Bacia completa",1993,08,34.6,30.6,0.9,173.0,59.3,36.2,32213
"Bacia completa",1993,09,56.8,51.0,3.7,288.3,105.5,24.9,32213
"Bacia completa",1993,10,96.2,94.7,3.3,454.6,159.3,7.1,32213
"Bacia completa",1993,11,195.5,186.4,20.3,687.9,293.2,0.0,32213
"Bacia completa",1993,12,218.4,221.0,45.9,813.3,314.9,0.0,32213
"Bacia completa",1994,01,210.3,203.7,34.5,522.1,318.0,0.0,32213
"Bacia completa",1994,02,219.4,223.8,31.0,969.2,332.8,0.0,32213
"Bacia completa",1994,03,172.2,175.8,17.0,609.7,265.9,0.1,32213
"Bacia completa",1994,04,139.2,131.9,4.4,423.5,263.6,7.8,32213
"Bacia completa",1994,05,74.0,59.8,0.7,499.1,141.9,13.7,32213
"Bacia completa",1994,06,43.5,43.7,0.0,205.3,70.9,20.5,32213
"Bacia completa",1994,07,22.8,21.4,0.0,98.3,38.8,62.8,32213
"Bacia completa",1994,08,19.2,17.3,0.2,70.9,33.2,74.9,32213
"Bacia completa",1994,09,76.7,67.7,2.6,378.5,145.0,12.7,32213
"Bacia completa",1994,10,110.0,102.0,6.6,498.9,191.5,2.8,32213
"Bacia completa",1994,11,124.8,113.8,12.0,550.6,218.6,1.4,32213
"Bacia completa",1994,12,227.3,218.9,22.1,775.4,392.1,0.0,32213
"Bacia completa",1995,01,155.9,130.7,24.3,554.9,290.2,0.0,32213
"Bacia completa",1995,02,205.1,213.3,22.0,651.9,331.5,0.0,32213
"Bacia completa",1995,03,197.0,204.5,27.7,775.7,297.7,0.0,32213
"Bacia completa",1995,04,77.6,72.1,3.9,299.0,143.0,14.4,32213
"Bacia completa",1995,05,66.3,60.8,0.4,325.9,124.6,21.4,32213
"Bacia completa",1995,06,26.5,21.8,0.0,142.0,52.4,59.9,32213
"Bacia completa",1995,07,22.5,14.9,0.0,125.0,51.8,70.1,32213
"Bacia completa",1995,08,17.0,14.6,0.3,92.4,30.0,81.2,32213
"Bacia completa",1995,09,55.8,45.7,3.1,301.9,110.8,22.6,32213
"Bacia completa",1995,10,75.2,74.0,2.5,257.1,128.1,12.8,32213
"Bacia completa",1995,11,170.1,175.4,12.0,576.9,247.7,0.7,32213
"Bacia completa",1995,12,193.7,193.0,32.3,656.3,291.6,0.0,32213
"Bacia completa",1996,01,230.5,226.5,62.6,726.2,338.9,0.0,32213
"Bacia completa",1996,02,173.2,176.2,34.8,603.1,253.8,0.0,32213
"Bacia completa",1996,03,195.4,187.6,27.8,621.5,308.3,0.0,32213
"Bacia completa",1996,04,115.1,107.6,4.3,434.9,205.7,4.5,32213
"Bacia completa",1996,05,67.9,57.8,0.4,453.7,126.9,15.5,32213
"Bacia completa",1996,06,20.9,17.9,0.0,80.9,38.1,68.0,32213
"Bacia completa",1996,07,14.5,11.6,0.0,88.5,27.4,86.4,32213
"Bacia completa",1996,08,35.7,30.2,0.3,227.3,64.6,37.7,32213
"Bacia completa",1996,09,74.3,72.1,3.3,347.1,119.1,9.9,32213
"Bacia completa",1996,10,116.9,111.9,4.9,330.0,189.7,4.0,32213
"Bacia completa",1996,11,175.9,181.0,15.4,561.8,269.4,0.4,32213
"Bacia completa",1996,12,193.3,177.3,34.7,708.3,300.8,0.0,32213
"Bacia completa",1997,01,268.4,277.3,58.8,597.2,388.4,0.0,32213
"Bacia completa",1997,02,260.6,251.6,54.9,1038.0,407.0,0.0,32213
"Bacia completa",1997,03,269.6,282.0,40.6,811.1,435.8,0.0,32213
"Bacia completa",1997,04,105.9,93.9,3.7,382.1,194.3,6.9,32213
"Bacia completa",1997,05,57.3,54.3,0.6,199.3,95.5,11.6,32213
"Bacia completa",1997,06,36.4,28.0,0.0,218.3,77.6,44.1,32213
"Bacia completa",1997,07,16.8,13.3,0.0,101.3,33.8,79.1,32213
"Bacia completa",1997,08,35.9,32.8,0.3,134.3,63.7,31.7,32213
"Bacia completa",1997,09,63.3,59.0,5.2,334.4,107.0,9.6,32213
"Bacia completa",1997,10,94.9,92.5,5.5,420.9,158.8,6.8,32213
"Bacia completa",1997,11,147.8,134.8,20.1,743.0,222.4,0.1,32213
"Bacia completa",1997,12,165.4,168.5,28.9,453.6,263.4,0.0,32213
"Bacia completa",1998,01,177.7,176.7,30.2,504.1,251.1,0.0,32213
"Bacia completa",1998,02,202.8,198.7,27.9,745.5,283.4,0.0,32213
"Bacia completa",1998,03,166.6,154.6,14.3,657.2,277.9,0.1,32213
"Bacia completa",1998,04,101.4,83.3,2.9,531.5,191.9,5.0,32213
"Bacia completa",1998,05,44.8,42.2,0.4,192.9,74.2,20.4,32213
"Bacia completa",1998,06,20.4,17.6,0.0,124.6,37.3,70.5,32213
"Bacia completa",1998,07,12.1,9.9,0.0,69.3,21.9,92.8,32213
"Bacia completa",1998,08,41.3,39.0,0.3,151.9,69.5,23.2,32213
"Bacia completa",1998,09,82.3,77.6,2.3,307.0,138.0,11.9,32213
"Bacia completa",1998,10,132.2,133.3,5.8,593.6,224.1,7.3,32213
"Bacia completa",1998,11,216.9,209.7,29.2,698.6,335.3,0.0,32213
"Bacia completa",1998,12,175.2,173.8,26.5,602.7,282.1,0.0,32213
"Bacia completa",1999,01,196.5,188.4,25.2,671.5,321.3,0.0,32213
"Bacia completa",1999,02,199.8,182.6,29.0,875.5,316.7,0.0,32213
"Bacia completa",1999,03,251.8,243.2,53.3,878.5,368.3,0.0,32213
"Bacia completa",1999,04,107.6,101.2,3.2,548.6,187.0,7.8,32213
"Bacia completa",1999,05,81.1,70.3,0.6,300.3,158.0,11.4,32213
"Bacia completa",1999,06,44.6,43.7,0.0,169.6,77.4,25.0,32213
"Bacia completa",1999,07,18.8,13.7,0.0,109.5,38.4,74.8,32213
"Bacia completa",1999,08,12.8,9.8,0.4,69.8,24.8,90.2,32213
"Bacia completa",1999,09,98.3,89.7,3.3,433.4,171.3,9.8,32213
"Bacia completa",1999,10,86.2,82.6,6.8,380.5,137.8,1.4,32213
"Bacia completa",1999,11,156.9,168.1,10.2,570.2,245.9,2.9,32213
"Bacia completa",1999,12,231.7,246.0,27.5,675.7,340.3,0.0,32213
"Bacia completa",2000,01,211.7,210.9,39.9,505.7,287.0,0.0,32213
"Bacia completa",2000,02,201.7,195.7,38.5,820.1,297.5,0.0,32213
"Bacia completa",2000,03,212.6,205.1,34.6,732.7,293.2,0.0,32213
"Bacia completa",2000,04,94.4,82.6,1.8,330.3,164.8,6.4,32213
"Bacia completa",2000,05,46.7,36.4,0.8,318.4,92.4,27.2,32213
"Bacia completa",2000,06,46.5,35.4,0.0,280.5,97.9,36.7,32213
"Bacia completa",2000,07,44.6,40.2,0.0,200.1,82.7,25.3,32213
"Bacia completa",2000,08,39.3,35.8,0.3,147.5,68.5,26.2,32213
"Bacia completa",2000,09,54.1,44.3,3.3,293.8,102.3,26.4,32213
"Bacia completa",2000,10,124.1,124.5,10.4,358.4,188.3,1.1,32213
"Bacia completa",2000,11,168.5,165.7,6.4,572.8,266.3,2.8,32213
"Bacia completa",2000,12,184.4,175.7,54.5,566.2,253.6,0.0,32213
"Bacia completa",2001,01,244.9,237.5,40.4,655.4,352.3,0.0,32213
"Bacia completa",2001,02,213.9,197.1,52.3,843.4,307.9,0.0,32213
"Bacia completa",2001,03,213.6,191.2,40.9,831.5,359.9,0.0,32213
"Bacia completa",2001,04,115.7,99.8,6.3,570.2,191.2,3.1,32213
"Bacia completa",2001,05,82.3,71.2,1.8,403.1,137.8,6.9,32213
"Bacia completa",2001,06,38.1,32.0,0.0,177.7,67.9,32.5,32213
"Bacia completa",2001,07,35.9,28.1,0.0,210.3,75.4,43.3,32213
"Bacia completa",2001,08,21.6,17.6,0.3,146.5,40.5,70.2,32213
"Bacia completa",2001,09,86.5,86.1,2.7,356.8,135.9,7.6,32213
"Bacia completa",2001,10,134.3,119.4,5.7,633.8,225.1,1.4,32213
"Bacia completa",2001,11,198.3,192.8,12.5,801.0,291.8,1.4,32213
"Bacia completa",2001,12,216.9,218.8,34.6,647.9,340.7,0.0,32213
"Bacia completa",2002,01,171.4,183.3,28.1,454.2,257.0,0.0,32213
"Bacia completa",2002,02,281.3,259.0,94.5,950.0,386.0,0.0,32213
"Bacia completa",2002,03,172.1,161.2,41.6,779.0,260.0,0.0,32213
"Bacia completa",2002,04,133.3,117.1,8.7,607.1,234.8,1.9,32213
"Bacia completa",2002,05,95.9,84.2,1.3,625.7,169.2,9.4,32213
"Bacia completa",2002,06,25.3,15.0,0.0,296.6,53.8,69.6,32213
"Bacia completa",2002,07,32.6,26.4,0.0,178.5,62.5,45.6,32213
"Bacia completa",2002,08,50.5,51.2,0.3,152.5,84.0,18.8,32213
"Bacia completa",2002,09,55.3,48.6,2.3,394.9,89.5,13.2,32213
"Bacia completa",2002,10,119.2,102.7,7.5,630.1,220.2,2.5,32213
"Bacia completa",2002,11,120.3,103.5,16.3,602.5,194.4,0.8,32213
"Bacia completa",2002,12,229.2,214.3,22.8,912.5,361.3,0.0,32213
"Bacia completa",2003,01,224.0,214.4,58.4,718.6,312.2,0.0,32213
"Bacia completa",2003,02,213.8,194.9,48.0,844.8,322.6,0.0,32213
"Bacia completa",2003,03,252.7,260.8,41.2,846.1,371.8,0.0,32213
"Bacia completa",2003,04,123.3,117.4,2.4,461.7,209.4,7.5,32213
"Bacia completa",2003,05,66.0,60.0,0.8,359.3,110.8,12.2,32213
"Bacia completa",2003,06,36.6,30.5,0.0,191.4,67.9,38.5,32213
"Bacia completa",2003,07,12.9,11.1,0.0,81.1,22.2,93.0,32213
"Bacia completa",2003,08,41.8,40.3,0.3,168.5,72.3,25.6,32213
"Bacia completa",2003,09,86.3,84.6,3.7,245.1,139.1,7.2,32213
"Bacia completa",2003,10,135.9,118.0,3.6,558.1,245.5,3.2,32213
"Bacia completa",2003,11,118.5,107.9,8.8,522.1,191.1,2.5,32213
"Bacia completa",2003,12,220.0,205.0,64.4,871.9,316.2,0.0,32213
"Bacia completa",2004,01,272.2,286.9,31.0,579.3,408.1,0.0,32213
"Bacia completa",2004,02,208.1,196.8,34.5,811.1,318.7,0.0,32213
"Bacia completa",2004,03,159.9,146.0,25.6,638.4,271.4,0.0,32213
"Bacia completa",2004,04,122.4,121.5,5.5,466.5,194.8,4.1,32213
"Bacia completa",2004,05,60.2,51.5,0.8,290.1,110.4,11.5,32213
"Bacia completa",2004,06,38.5,32.0,0.0,188.9,76.8,35.0,32213
"Bacia completa",2004,07,33.8,27.0,0.0,233.6,59.6,44.8,32213
"Bacia completa",2004,08,28.9,18.2,0.3,150.8,66.5,61.6,32213
"Bacia completa",2004,09,49.8,45.9,1.9,203.2,86.2,17.5,32213
"Bacia completa",2004,10,112.4,111.9,3.2,553.0,171.0,7.5,32213
"Bacia completa",2004,11,182.4,178.9,11.7,724.1,264.0,0.6,32213
"Bacia completa",2004,12,232.3,221.9,28.8,804.4,342.3,0.0,32213
"Bacia completa",2005,01,213.1,213.4,49.2,559.0,302.2,0.0,32213
"Bacia completa",2005,02,233.8,207.9,42.8,1104.7,381.9,0.0,32213
"Bacia completa",2005,03,174.8,169.4,22.3,506.3,302.3,0.0,32213
"Bacia completa",2005,04,104.6,96.1,7.3,381.9,180.3,2.2,32213
"Bacia completa",2005,05,81.3,68.2,0.4,348.2,150.4,10.7,32213
"Bacia completa",2005,06,28.9,20.3,0.0,170.0,62.7,57.2,32213
"Bacia completa",2005,07,15.5,13.3,0.0,72.7,29.8,83.6,32213
"Bacia completa",2005,08,22.5,19.3,0.2,109.0,41.5,66.2,32213
"Bacia completa",2005,09,58.6,57.3,4.8,262.1,86.5,6.2,32213
"Bacia completa",2005,10,143.5,140.7,13.3,496.7,215.0,0.6,32213
"Bacia completa",2005,11,176.2,168.3,21.9,650.1,247.1,0.0,32213
"Bacia completa",2005,12,234.0,227.5,31.0,658.1,352.5,0.0,32213
"Bacia completa",2006,01,309.1,313.7,51.3,612.7,429.9,0.0,32213
"Bacia completa",2006,02,232.3,212.3,38.8,664.1,371.2,0.0,32213
"Bacia completa",2006,03,196.7,191.6,40.7,702.6,289.8,0.0,32213
"Bacia completa",2006,04,145.5,136.2,8.4,485.5,241.5,2.7,32213
"Bacia completa",2006,05,39.0,30.7,0.5,185.3,74.3,39.6,32213
"Bacia completa",2006,06,45.8,25.5,0.0,259.4,113.3,49.3,32213
"Bacia completa",2006,07,25.0,20.9,0.0,135.6,48.5,60.7,32213
"Bacia completa",2006,08,34.2,31.4,0.2,145.0,56.0,34.1,32213
"Bacia completa",2006,09,74.8,72.4,4.3,252.5,118.3,8.0,32213
"Bacia completa",2006,10,147.2,147.1,9.1,576.4,225.8,2.4,32213
"Bacia completa",2006,11,157.5,156.5,22.2,701.2,251.7,0.1,32213
"Bacia completa",2006,12,234.1,231.6,26.3,768.3,323.5,0.0,32213
"Bacia completa",2007,01,245.5,236.1,65.1,729.9,341.2,0.0,32213
"Bacia completa",2007,02,259.9,265.1,39.5,698.1,364.0,0.0,32213
"Bacia completa",2007,03,208.8,203.0,33.2,839.3,316.0,0.0,32213
"Bacia completa",2007,04,145.3,137.0,7.0,565.7,248.5,2.5,32213
"Bacia completa",2007,05,87.4,73.5,1.4,374.2,160.4,8.3,32213
"Bacia completa",2007,06,13.8,11.1,0.0,91.6,25.9,89.2,32213
"Bacia completa",2007,07,38.6,31.0,0.0,177.7,78.0,38.3,32213
"Bacia completa",2007,08,15.1,11.5,0.2,86.4,30.3,85.3,32213
"Bacia completa",2007,09,51.5,39.5,3.6,290.8,103.3,22.9,32213
"Bacia completa",2007,10,141.6,147.8,8.3,569.1,220.5,3.0,32213
"Bacia completa",2007,11,214.8,212.0,24.1,688.2,303.5,0.0,32213
"Bacia completa",2007,12,240.8,242.3,39.7,683.0,338.2,0.0,32213
"Bacia completa",2008,01,332.9,326.6,71.2,933.5,448.1,0.0,32213
"Bacia completa",2008,02,224.7,213.9,39.9,867.3,358.5,0.0,32213
"Bacia completa",2008,03,238.3,246.6,32.4,734.2,331.8,0.0,32213
"Bacia completa",2008,04,114.7,110.5,4.6,386.3,187.5,3.9,32213
"Bacia completa",2008,05,48.8,45.3,0.6,229.5,82.0,17.2,32213
"Bacia completa",2008,06,20.6,15.5,0.0,179.0,39.1,70.6,32213
"Bacia completa",2008,07,18.6,15.6,0.0,92.9,36.1,73.4,32213
"Bacia completa",2008,08,29.6,27.5,0.2,140.1,48.6,43.6,32213
"Bacia completa",2008,09,41.0,36.3,2.6,163.7,75.0,31.8,32213
"Bacia completa",2008,10,122.1,117.1,9.1,576.8,194.9,2.7,32213
"Bacia completa",2008,11,128.7,116.4,8.0,429.6,213.2,1.6,32213
"Bacia completa",2008,12,263.2,264.9,38.5,818.7,399.5,0.0,32213
"Bacia completa",2009,01,207.4,213.2,36.4,494.4,300.4,0.0,32213
"Bacia completa",2009,02,263.0,261.8,49.0,780.8,384.3,0.0,32213
"Bacia completa",2009,03,246.2,269.2,24.7,602.4,356.5,0.0,32213
"Bacia completa",2009,04,162.4,171.0,5.8,565.1,282.8,4.2,32213
"Bacia completa",2009,05,90.1,71.5,0.5,439.5,189.3,9.8,32213
"Bacia completa",2009,06,36.0,33.2,0.0,132.4,66.6,36.2,32213
"Bacia completa",2009,07,40.0,31.9,0.0,199.2,81.6,37.6,32213
"Bacia completa",2009,08,30.0,28.5,0.2,101.6,51.5,40.1,32213
"Bacia completa",2009,09,61.3,58.8,3.4,238.7,102.9,14.7,32213
"Bacia completa",2009,10,100.5,103.5,5.1,396.9,151.4,4.1,32213
"Bacia completa",2009,11,172.1,152.3,23.6,1010.6,281.7,0.0,32213
"Bacia completa",2009,12,233.6,232.6,54.9,623.8,351.0,0.0,32213
